,round,tube0,tube1,tube2
0,0,2,6,7
1,1,3,0,2
2,2,4,0,3
3,3,6,2,1
4,4,8,0,1
5,5,6,9,0
6,6,7,4,2
7,7,1,8,2
8,8,5,9,1
9,9,5,4,3
10,10,9,7,6
11,11,0,8,7
12,12,4,1,2
13,13,6,0,3
14,14,1,6,5
15,15,6,8,3
16,16,5,0,7
17,17,2,8,6
18,18,3,8,4
19,19,7,9,8
20,20,6,4,7
21,21,5,3,7
22,22,7,6,8
23,23,8,2,4
