,round,tube0,tube1,tube2
0,0,7,2,6
1,1,8,2,5
2,2,3,0,4
3,3,6,1,9
4,4,1,3,9
5,5,3,9,8
6,6,0,8,5
7,7,5,6,7
8,8,8,9,0
9,9,4,6,1
10,10,9,6,0
11,11,9,8,4
12,12,5,7,1
13,13,0,2,1
14,14,2,4,1
15,15,7,4,1
16,16,3,6,5
17,17,9,7,1
18,18,4,5,9
19,19,1,6,8
20,20,0,3,7
21,21,9,0,5
22,22,3,6,2
23,23,4,6,7
