,round,tube0,tube1,tube2
0,0,1,7,3
1,1,6,0,1
2,2,8,9,2
3,3,1,3,5
4,4,8,1,7
5,5,7,3,1
6,6,9,5,3
7,7,7,4,2
8,8,5,7,3
9,9,2,6,3
10,10,6,1,3
11,11,4,2,7
12,12,2,6,3
13,13,8,2,3
14,14,3,2,0
15,15,5,4,7
16,16,2,0,7
17,17,7,4,5
18,18,9,0,2
19,19,6,2,4
20,20,9,4,2
21,21,5,1,4
22,22,3,7,5
23,23,6,1,4
