,round,tube,nut,amount
0,0.0,0.0,0.0,0.05812659703068673
1,0.0,0.0,1.0,0.9995085672340812
2,0.0,0.0,2.0,2000.0
3,0.0,0.0,3.0,0.33232835899086466
4,0.0,1.0,0.0,0.15637652988412964
5,0.0,1.0,1.0,0.16124029447841148
6,0.0,1.0,2.0,2000.0
7,0.0,1.0,3.0,0.05305816480536968
8,0.0,2.0,0.0,0.29581344469407145
9,0.0,2.0,1.0,0.1341620837014671
10,0.0,2.0,2.0,2000.0
11,0.0,2.0,3.0,0.3255446478493818
