,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,8,17,18,3,1,14,13
1,1,0,4,5,3,14,7,6
2,2,13,6,3,11,5,7,9
3,3,11,12,20,13,10,9,17
4,4,14,5,4,13,12,1,11
5,5,15,2,11,14,1,4,17
6,6,9,4,10,0,5,6,8
7,7,5,0,1,6,8,15,16
8,8,14,15,16,7,12,2,17
9,9,11,13,6,9,15,14,1
10,10,3,12,11,13,16,2,17
11,11,6,19,0,16,8,1,12
12,12,15,7,9,16,10,3,13
13,13,1,19,6,16,0,2,17
14,14,16,8,7,9,1,0,14
15,15,20,15,4,3,5,9,0
16,16,9,11,6,10,7,3,12
17,17,8,20,11,4,14,2,18
18,18,14,2,12,1,13,3,0
19,19,9,11,2,5,12,14,1
20,20,11,17,2,9,6,3,8
21,21,7,13,0,3,1,5,19
22,22,11,9,14,6,15,5,3
23,23,5,12,1,3,9,10,7
24,24,14,1,17,4,10,3,13
25,25,14,0,8,4,3,16,1
26,26,1,8,0,2,6,5,16
27,27,6,15,7,0,9,1,4
28,28,1,9,2,5,15,18,12
29,29,10,2,8,19,6,1,4
30,30,18,9,5,7,17,10,14
31,31,9,17,16,5,6,15,10
32,32,4,1,15,6,3,8,14
33,33,9,12,17,7,11,2,6
34,34,0,7,8,6,1,13,15
35,35,0,15,8,5,3,1,2
36,36,11,12,13,16,0,3,20
37,37,7,3,8,2,6,19,4
38,38,9,14,18,4,11,10,15
39,39,20,8,14,4,12,5,1
40,40,6,19,4,3,16,1,17
41,41,13,3,2,4,15,10,16
42,42,18,6,19,12,20,5,11
43,43,8,19,14,10,13,18,9
44,44,14,15,2,9,20,6,19
45,45,19,20,5,14,15,18,3
46,46,5,1,8,20,4,17,6
47,47,8,18,3,7,19,12,9
48,48,1,2,3,4,7,19,0
