,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,0,18,17,13,19,20
1,1,19,2,20,3,9,17,13
2,2,7,2,14,12,0,13,17
3,3,3,7,12,2,18,14,6
4,4,6,1,7,8,3,5,13
5,5,15,18,3,14,9,11,10
6,6,13,11,15,14,4,17,5
7,7,12,2,7,8,10,5,17
8,8,14,1,0,11,5,7,16
9,9,15,19,5,1,10,0,13
10,10,13,7,18,15,16,1,17
11,11,10,7,5,15,16,18,19
12,12,6,10,17,8,15,14,0
13,13,7,15,16,3,4,13,6
14,14,16,6,3,17,18,15,12
15,15,3,20,5,1,4,6,10
16,16,13,16,3,19,8,11,9
17,17,4,12,3,9,8,13,10
18,18,1,19,2,9,0,13,7
19,19,11,5,17,18,19,1,0
20,20,5,11,8,4,0,15,13
21,21,7,20,0,18,3,8,10
22,22,19,4,16,10,14,12,5
23,23,6,13,8,20,2,3,9
24,24,0,2,9,15,14,12,1
25,25,10,9,19,7,15,5,16
26,26,17,8,10,20,9,7,1
27,27,18,7,10,1,4,19,2
28,28,18,3,10,0,7,20,16
29,29,12,19,20,17,4,14,7
30,30,19,7,3,20,18,12,6
31,31,14,2,5,19,18,15,0
32,32,12,10,15,4,13,20,16
33,33,19,18,16,10,20,15,13
34,34,16,7,6,2,10,14,5
35,35,8,0,12,9,4,13,7
36,36,16,12,11,20,8,3,0
37,37,6,10,18,8,20,5,0
38,38,18,6,0,8,15,3,11
39,39,10,20,18,3,15,6,11
40,40,6,7,18,12,13,10,1
41,41,9,19,20,7,5,11,18
42,42,18,15,6,5,0,12,2
43,43,17,4,0,18,9,5,1
44,44,1,5,20,6,7,3,18
45,45,4,5,17,7,9,14,12
46,46,0,6,8,5,16,13,15
47,47,2,13,20,7,11,12,14
48,48,8,19,14,18,7,2,13
