,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,3,0,1,18,17,8,11
1,1,19,20,7,13,3,1,17
2,2,14,9,2,12,11,5,7
3,3,14,2,4,12,7,18,17
4,4,6,7,13,20,5,10,3
5,5,6,5,4,1,19,13,20
6,6,7,5,4,6,10,16,0
7,7,11,14,4,9,20,5,6
8,8,12,18,2,5,20,16,17
9,9,18,15,12,17,6,0,9
10,10,4,19,18,20,5,16,12
11,11,12,19,16,20,0,7,3
12,12,15,0,17,10,2,6,20
13,13,15,9,3,18,14,5,12
14,14,12,0,16,8,2,17,7
15,15,14,2,16,0,9,12,1
16,16,15,17,16,2,11,20,4
17,17,11,3,0,2,5,9,1
18,18,5,1,9,4,8,15,17
19,19,17,6,20,12,8,2,18
20,20,10,6,11,1,2,16,12
21,21,12,15,11,4,7,9,8
22,22,3,12,2,0,10,18,13
23,23,3,6,1,4,15,0,17
24,24,9,8,13,15,18,1,10
25,25,16,19,9,20,1,18,12
26,26,9,20,12,11,1,0,2
27,27,1,16,11,20,10,9,13
28,28,3,11,14,0,6,17,20
29,29,8,0,10,13,11,12,19
30,30,15,3,16,5,1,13,19
31,31,18,17,0,1,6,13,3
32,32,15,17,7,10,14,9,20
33,33,16,2,19,11,12,4,17
34,34,4,0,10,11,12,20,9
35,35,17,5,19,9,16,2,8
36,36,19,20,13,11,6,14,9
37,37,6,2,20,4,11,18,16
38,38,7,10,8,12,14,11,9
39,39,16,20,3,0,10,6,2
40,40,9,11,13,7,4,20,6
41,41,8,20,9,1,19,15,5
42,42,18,17,1,19,10,5,6
43,43,14,11,9,8,20,6,15
44,44,3,8,12,2,5,17,14
45,45,2,18,17,16,9,10,15
46,46,11,13,0,8,16,9,15
47,47,0,1,15,20,9,12,5
48,48,17,7,10,12,2,14,9
