,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,20,14,1,2,4,16
1,1,19,5,2,4,0,8,10
2,2,12,6,11,17,1,0,7
3,3,3,18,8,11,7,2,20
4,4,2,13,19,10,4,16,15
5,5,14,19,9,17,15,4,3
6,6,4,12,6,15,16,8,9
7,7,6,19,13,3,5,12,0
8,8,18,1,4,10,19,3,2
9,9,18,0,10,20,6,7,14
10,10,15,7,2,20,8,3,6
11,11,3,19,16,18,11,13,4
12,12,12,19,0,6,16,1,13
13,13,3,9,13,16,6,0,12
14,14,14,7,0,3,9,12,8
15,15,1,6,2,17,3,7,20
16,16,4,6,0,18,9,2,17
17,17,9,14,2,15,16,11,10
18,18,20,14,2,6,10,17,16
19,19,12,19,0,9,3,8,2
20,20,8,15,4,11,20,5,7
21,21,11,13,4,17,2,10,15
22,22,9,1,2,8,7,18,20
23,23,10,7,1,11,5,17,4
24,24,8,20,10,11,5,12,15
25,25,0,1,17,12,8,3,9
26,26,9,2,5,13,20,4,10
27,27,0,7,3,15,10,9,18
28,28,9,16,15,5,10,6,12
29,29,15,16,1,13,5,4,14
30,30,17,16,20,14,10,1,6
31,31,17,15,5,8,11,4,0
32,32,9,5,3,8,14,13,7
33,33,4,13,15,11,0,16,5
34,34,10,14,15,4,3,19,9
35,35,1,16,13,3,5,6,2
36,36,1,2,3,16,8,14,10
37,37,9,3,18,4,0,15,7
38,38,5,8,11,0,15,1,3
39,39,11,8,17,18,16,19,12
40,40,14,19,11,9,10,8,16
41,41,20,6,9,14,15,12,13
42,42,0,11,1,6,16,20,15
43,43,8,10,6,16,20,11,15
44,44,16,11,5,3,6,1,0
45,45,4,5,13,12,20,9,8
46,46,18,1,11,14,5,13,9
47,47,1,13,3,4,7,15,6
48,48,0,2,5,11,6,13,15
