,round,tube,nut,amount
0,0.0,0.0,0.0,1691.5473515066076
1,0.0,0.0,1.0,2000.0
2,0.0,0.0,2.0,0.7840954504328764
3,0.0,0.0,3.0,0.3070036281510032
4,0.0,1.0,0.0,1691.5199200719487
5,0.0,1.0,1.0,2000.0
6,0.0,1.0,2.0,0.6063003797186405
7,0.0,1.0,3.0,0.25089230638439747
8,0.0,2.0,0.0,1691.5543295712546
9,0.0,2.0,1.0,2000.0
10,0.0,2.0,2.0,0.8293233254511218
11,0.0,2.0,3.0,0.6446644728412054
