,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,3,8,4,1,0,9
1,1,17,0,15,9,20,2,12
2,2,20,8,3,17,7,14,13
3,3,15,19,4,5,12,16,0
4,4,12,19,16,7,9,20,8
5,5,20,11,7,0,6,10,17
6,6,18,20,15,10,3,1,7
7,7,4,7,3,14,5,18,10
8,8,17,20,14,2,13,12,16
9,9,20,8,9,0,13,4,17
10,10,14,18,12,11,8,20,4
11,11,3,7,1,18,12,2,20
12,12,14,16,9,5,0,4,12
13,13,11,0,5,2,13,7,1
14,14,11,15,2,1,13,19,4
15,15,14,7,10,18,12,8,19
16,16,15,7,9,1,5,17,8
17,17,8,15,18,4,9,3,13
18,18,5,15,16,12,1,8,4
19,19,8,9,18,12,19,13,2
20,20,10,1,15,2,18,17,0
21,21,20,3,6,15,13,0,7
22,22,14,6,5,18,17,3,11
23,23,17,6,13,15,19,3,14
24,24,8,19,10,4,17,7,13
25,25,11,10,3,5,4,2,13
26,26,8,5,7,19,16,18,4
27,27,1,8,10,13,18,14,20
28,28,1,12,20,10,15,7,3
29,29,6,5,3,10,16,19,13
30,30,13,0,4,20,1,11,3
31,31,11,5,12,4,7,10,1
32,32,8,4,16,18,17,20,0
33,33,11,14,0,20,16,1,9
34,34,7,10,12,9,1,6,16
35,35,3,18,6,17,19,5,11
36,36,14,0,13,5,10,11,12
37,37,1,17,18,4,5,14,15
38,38,2,13,4,12,16,11,18
39,39,2,15,5,9,7,20,4
40,40,2,7,18,20,1,3,5
41,41,17,3,15,12,14,16,13
42,42,5,15,13,1,7,4,11
43,43,19,18,20,8,5,1,9
44,44,11,4,18,16,15,17,9
45,45,0,14,15,1,8,16,19
46,46,13,12,5,14,17,15,18
47,47,2,9,1,6,4,14,8
48,48,13,12,8,1,14,7,6
