,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,6,12,5,20,1,11
1,1,15,0,5,3,1,2,4
2,2,20,13,8,7,11,10,18
3,3,16,7,20,4,12,15,6
4,4,13,0,2,1,4,18,5
5,5,7,2,1,6,11,8,4
6,6,19,11,4,20,1,5,15
7,7,8,20,18,17,16,10,3
8,8,9,16,15,17,10,0,12
9,9,12,19,15,4,16,5,17
10,10,3,16,18,19,6,15,11
11,11,7,3,10,4,6,1,18
12,12,14,16,7,3,11,2,0
13,13,6,2,1,10,7,16,18
14,14,10,4,6,8,5,16,15
15,15,12,9,4,13,3,18,5
16,16,3,12,5,18,13,4,19
17,17,18,15,5,4,2,20,11
18,18,16,12,17,18,14,13,5
19,19,16,9,0,12,19,4,18
20,20,8,1,16,3,20,0,10
21,21,16,11,6,8,20,14,15
22,22,14,20,5,13,11,3,9
23,23,15,19,11,2,5,13,17
24,24,17,20,5,6,4,0,2
25,25,18,12,15,11,13,19,9
26,26,9,2,12,20,13,4,15
27,27,20,5,19,12,8,16,7
28,28,19,13,1,2,8,15,18
29,29,0,15,20,1,5,9,16
30,30,11,13,3,12,6,4,1
31,31,3,1,12,14,13,10,0
32,32,4,3,6,12,8,14,11
33,33,4,7,17,1,9,15,5
34,34,11,0,2,9,1,17,10
35,35,2,7,13,5,0,10,4
36,36,11,8,14,18,4,6,13
37,37,5,8,16,6,18,0,4
38,38,4,17,20,9,16,6,19
39,39,4,1,2,12,9,10,16
40,40,8,6,11,13,17,9,15
41,41,5,0,14,20,16,6,3
42,42,2,12,1,20,11,16,8
43,43,11,15,1,6,7,10,0
44,44,7,12,20,0,19,18,3
45,45,15,19,16,7,20,10,17
46,46,2,20,15,7,18,16,5
47,47,1,5,11,9,3,14,13
48,48,20,2,19,0,6,18,4
