,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,0,10,6,11,18,8
1,1,4,1,18,11,16,17,10
2,2,8,2,13,20,3,5,14
3,3,9,17,19,18,10,13,12
4,4,0,8,15,6,20,10,5
5,5,17,19,1,20,14,18,6
6,6,4,1,14,18,5,7,9
7,7,20,17,1,6,7,15,4
8,8,6,4,8,15,5,1,13
9,9,20,7,3,9,11,1,19
10,10,0,4,20,1,13,2,11
11,11,16,18,3,1,11,12,19
12,12,11,4,18,12,20,13,9
13,13,7,5,20,12,16,18,1
14,14,13,20,17,12,5,6,3
15,15,0,20,3,10,4,12,8
16,16,1,10,12,19,2,18,14
17,17,20,0,19,16,1,15,3
18,18,8,11,3,0,1,19,12
19,19,14,12,0,2,9,16,17
20,20,1,12,3,14,6,19,18
21,21,10,1,9,20,14,6,13
22,22,13,3,12,2,5,9,20
23,23,11,17,3,15,5,16,19
24,24,17,5,13,0,7,4,16
25,25,7,20,11,18,5,8,10
26,26,3,5,19,0,9,18,2
27,27,9,19,3,11,4,8,1
28,28,13,3,1,16,2,0,4
29,29,9,6,10,18,19,20,3
30,30,0,14,11,17,19,4,3
31,31,14,3,11,12,15,1,20
32,32,18,7,11,20,16,15,0
33,33,9,15,4,10,18,6,0
34,34,2,3,16,10,0,4,12
35,35,2,11,10,7,3,0,9
36,36,12,6,9,18,10,1,11
37,37,17,5,1,12,13,16,3
38,38,19,0,14,9,7,6,5
39,39,7,13,11,20,2,3,10
40,40,4,2,1,14,15,12,16
41,41,10,12,0,1,19,20,4
42,42,6,10,0,17,1,14,7
43,43,18,16,10,4,15,11,5
44,44,15,16,11,18,5,6,8
45,45,17,2,6,7,12,13,11
46,46,11,6,20,15,7,4,1
47,47,15,7,6,8,18,9,2
48,48,20,6,11,9,5,10,0
