,round,tube,sp,st,final_pop
0,0,0,0,"(0.0, 0.09059708024140342, 0.10770163902136713, 0.0026417494411589476, 0.09487564939009988, 0.07860599818325885, 0.1234553286915525, 0.0, 0.0, 0.0)",19
1,0,0,0,"(0.0, 0.09059708024140342, 0.10770163902136713, 0.0026417494411589476, 0.09487564939009988, 0.07860599818325885, 0.13689498362922387, 0.0, 0.0, 0.0)",1
2,0,0,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.11283743219293843)",1
3,0,0,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.01562111798135756, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",17
4,0,0,8,"(0.0, 0.0, 0.013112370337465476, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",2
5,0,0,8,"(0.0, 0.0, 0.013594289007423505, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.2142218798201735)",1
6,0,0,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.01951561153356645, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",2
7,0,0,8,"(0.0, 0.0, 0.027505302826439607, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",1
8,0,0,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.09306593305927514, 0.21240828662903488)",4
9,0,0,8,"(0.0, 0.0, 0.008226820744936332, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.12977664982033024, 0.1582455347574002)",6
10,0,0,8,"(0.0, 0.0, 0.01718413436869702, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",2
11,0,0,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.01489457540013811, 0.0, 0.0, 0.0, 0.10496992698505436, 0.3054288286844797)",2
12,0,0,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",627
13,0,0,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",267
14,0,0,12,"(0.10435499195252233, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",1
15,0,1,8,"(0.0, 0.0, 0.012279898599686066, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",1
16,0,1,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.03510945084462958, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",3
17,0,1,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.014918114548598432, 0.0, 0.0, 0.0, 0.10496992698505436, 0.2009830925774137)",1
18,0,1,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",685
19,0,1,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.12140035636981383)",6
20,0,1,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.027522623838213724, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",1
21,0,1,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.23308129044540613, 0.21240828662903488)",2
22,0,1,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.01381360481686257, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",4
23,0,1,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.022201289125012715, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",2
24,0,1,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.005264588109314745, 0.04377134538079039, 0.0, 0.0)",1
25,0,1,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",236
26,0,1,12,"(0.07210449532952812, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",1
27,0,1,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.012818104207255458, 0.04377134538079039, 0.0, 0.0)",1
28,0,2,2,"(0.0, 0.10609637873065447, 0.05497067501782922, 0.1658280540527044, 0.0651274896174571, 0.07251546538329634, 0.0, 0.0, 0.1654908027082088, 0.0)",5
29,0,2,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.032919857220967255, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",6
30,0,2,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",612
31,0,2,8,"(0.0, 0.0, 0.013399202712448623, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",3
32,0,2,8,"(0.0, 0.0, 0.02395238079856578, 0.0, 0.028179291449756828, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",2
33,0,2,8,"(0.0, 0.0, 0.011560483369869083, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",1
34,0,2,12,"(0.0919183187866097, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",2
35,0,2,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",260
36,0,2,12,"(0.08821392494115565, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.04377134538079039, 0.0, 0.0)",1
37,0,2,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.013681456804258765, 0.03278732805532236, 0.0, 0.0)",1
38,0,2,12,"(0.08395350898307596, 0.15057745842772827, 0.0, 0.027386891035283644, 0.046704754273107475, 0.0, 0.025992806229770446, 0.04377134538079039, 0.0, 0.0)",1
39,0,3,8,"(0.0, 0.0, 0.012236797786204083, 0.0, 0.011829855490610273, 0.0, 0.0, 0.0, 0.09527297261049669, 0.21240828662903488)",1
40,0,3,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.15177340828472344, 0.21240828662903488)",1
41,0,3,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.09086688107927164, 0.21240828662903488)",1
42,0,3,8,"(0.0, 0.0, 0.0132952402022934, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.21240828662903488)",454
43,0,3,13,"(0.008038512401218174, 0.0, 0.0, 0.015729601905918704, 0.014918279475658146, 3.170207648739196e-05, 0.007207709811237389, 0.0, 0.0036202292047445217, 0.013558837205131282)",1
44,0,3,13,"(0.008454230104447302, 0.0, 0.0, 0.015729601905918704, 0.014918279475658146, 3.170207648739196e-05, 0.007207709811237389, 0.0, 0.005112496350650712, 0.013558837205131282)",1
45,0,3,13,"(0.008454230104447302, 0.0, 0.0, 0.015729601905918704, 0.014918279475658146, 3.170207648739196e-05, 0.010816903615689492, 0.0, 0.0036202292047445217, 0.013558837205131282)",2
