,round,tube0,tube1,tube2
0,0,3,9,8
1,1,6,2,5
2,2,4,1,0
3,3,7,8,5
4,4,4,5,7
5,5,6,9,4
6,6,5,3,4
7,7,9,1,6
8,8,6,4,0
9,9,4,5,3
10,10,0,8,2
11,11,6,0,7
12,12,4,7,5
13,13,1,4,5
14,14,6,3,0
15,15,1,9,8
16,16,4,3,2
17,17,5,4,3
18,18,2,7,0
19,19,7,0,8
20,20,5,9,1
21,21,9,0,6
22,22,4,7,6
23,23,8,6,0
