,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,1,8,18,4,7,0
1,1,0,2,17,15,16,12,8
2,2,5,3,6,8,1,7,10
3,3,6,7,10,11,9,0,16
4,4,2,3,0,4,5,10,9
5,5,8,1,0,3,18,5,11
6,6,6,4,18,2,1,17,10
7,7,7,10,17,13,20,4,9
8,8,7,5,6,9,8,16,1
9,9,10,16,5,4,9,3,18
10,10,0,2,17,8,16,18,1
11,11,4,3,2,5,16,13,17
12,12,6,0,4,8,3,9,5
13,13,8,5,3,15,12,13,6
14,14,4,0,8,18,19,5,3
15,15,7,15,2,16,12,18,0
16,16,16,4,9,1,12,0,20
17,17,2,17,1,16,0,11,9
18,18,13,8,11,3,2,4,14
19,19,6,12,16,5,3,2,18
20,20,14,8,7,6,13,3,19
21,21,10,1,18,20,0,12,7
22,22,2,18,13,11,20,0,4
23,23,6,5,3,8,17,4,16
24,24,12,3,5,0,2,19,4
25,25,8,18,6,1,13,11,12
26,26,6,5,12,8,14,3,18
27,27,2,0,16,18,9,11,20
28,28,3,2,4,9,18,15,1
29,29,10,12,9,6,5,14,7
30,30,3,6,9,0,2,12,20
31,31,4,8,11,16,13,6,0
32,32,19,3,6,14,7,1,0
33,33,2,19,1,9,13,5,15
34,34,7,9,3,2,1,4,0
35,35,17,6,3,4,15,13,10
36,36,10,18,15,16,1,7,14
37,37,10,1,2,13,6,20,9
38,38,12,11,6,8,2,1,4
39,39,0,18,5,10,12,11,7
40,40,4,0,10,5,15,11,2
41,41,7,17,4,5,8,3,19
42,42,0,1,3,15,7,19,9
43,43,10,11,5,6,3,2,1
44,44,4,10,0,2,1,17,5
45,45,1,8,0,6,18,2,20
46,46,1,2,0,4,9,5,13
47,47,7,2,15,10,0,14,5
48,48,9,4,3,8,10,0,7
