,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,18,17,2,14,6,11
1,1,12,8,13,16,14,10,2
2,2,20,2,10,16,0,19,8
3,3,11,7,18,20,2,9,4
4,4,7,6,4,9,17,12,0
5,5,13,3,19,10,2,4,8
6,6,2,11,8,15,17,3,5
7,7,6,2,18,8,7,13,5
8,8,11,18,6,7,5,12,9
9,9,4,18,2,8,1,12,0
10,10,2,10,11,20,4,18,12
11,11,19,18,4,9,7,10,3
12,12,12,4,14,19,13,6,8
13,13,10,4,5,13,7,8,14
14,14,8,4,18,20,17,9,14
15,15,7,20,0,15,10,4,19
16,16,15,20,14,11,6,16,2
17,17,6,3,8,10,4,16,9
18,18,5,12,18,19,16,4,17
19,19,14,17,7,19,13,15,12
20,20,17,15,1,13,2,20,5
21,21,4,6,17,14,16,1,15
22,22,6,8,4,0,16,18,1
23,23,12,2,5,9,1,6,0
24,24,12,3,18,11,9,5,10
25,25,1,18,20,16,12,0,5
26,26,8,1,11,19,4,17,7
27,27,2,17,12,14,19,8,10
28,28,2,16,10,18,17,6,20
29,29,13,5,12,7,17,18,1
30,30,10,15,6,20,5,0,16
31,31,8,12,19,17,10,20,7
32,32,19,14,1,20,0,8,10
33,33,7,15,11,4,9,12,13
34,34,12,13,15,2,5,8,17
35,35,1,14,17,16,2,7,19
36,36,19,1,7,4,11,6,9
37,37,6,14,20,4,12,9,2
38,38,9,16,8,3,13,14,2
39,39,13,6,20,7,2,15,3
40,40,6,8,14,4,12,5,13
41,41,20,11,19,3,4,8,10
42,42,5,13,6,17,11,0,7
43,43,3,11,17,12,15,2,19
44,44,13,6,11,16,7,17,8
45,45,17,5,0,18,1,7,3
46,46,1,16,14,13,10,7,8
47,47,20,6,5,18,1,11,17
48,48,17,14,8,19,4,1,7
