,round,tube0,tube1,tube2
0,0,8,1,4
1,1,7,2,1
2,2,4,6,2
3,3,5,4,9
4,4,5,1,9
5,5,4,5,3
6,6,9,4,6
7,7,3,6,9
8,8,8,3,4
9,9,2,4,5
10,10,3,0,5
11,11,2,3,5
12,12,3,2,0
13,13,4,8,5
14,14,8,3,4
15,15,0,1,9
16,16,4,7,8
17,17,9,3,0
18,18,7,3,6
19,19,0,5,2
20,20,5,0,6
21,21,3,2,7
22,22,6,7,0
23,23,3,4,2
