,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,11,13,1,18,10,9
1,1,19,0,5,8,13,17,7
2,2,7,1,9,0,18,19,8
3,3,0,6,11,14,20,17,12
4,4,7,17,8,18,4,10,13
5,5,4,0,5,14,10,11,9
6,6,14,13,3,10,7,18,12
7,7,2,15,5,10,19,18,1
8,8,18,6,0,3,10,7,14
9,9,0,4,8,2,14,17,13
10,10,3,10,8,0,16,17,7
11,11,6,15,13,20,4,12,2
12,12,13,0,11,10,4,7,20
13,13,6,13,0,5,14,1,15
14,14,1,13,0,8,2,6,5
15,15,12,15,2,7,10,6,11
16,16,8,17,7,11,0,9,19
17,17,2,15,14,18,3,6,16
18,18,6,1,16,3,20,17,5
19,19,1,13,20,0,14,8,15
20,20,19,12,5,16,6,9,18
21,21,20,4,2,17,11,10,8
22,22,19,4,5,15,3,8,2
23,23,7,18,1,13,2,16,12
24,24,5,10,8,14,19,1,17
25,25,5,8,20,7,12,18,19
26,26,3,19,9,8,13,17,4
27,27,14,5,0,3,6,1,17
28,28,16,1,3,14,15,8,0
29,29,9,15,7,13,18,0,5
30,30,15,13,7,16,3,19,10
31,31,5,18,20,7,13,3,1
32,32,14,13,6,1,17,2,9
33,33,8,10,15,4,2,16,0
34,34,13,20,15,2,8,3,1
35,35,18,2,3,7,17,20,14
36,36,4,14,13,10,9,8,6
37,37,20,19,6,14,11,8,17
38,38,9,20,16,4,3,15,17
39,39,13,2,20,18,7,17,19
40,40,11,16,10,4,17,7,20
41,41,17,1,8,9,15,10,2
42,42,0,18,3,9,14,6,2
43,43,8,18,4,7,13,19,16
44,44,13,17,2,16,9,14,1
45,45,4,19,13,18,5,8,3
46,46,12,13,16,8,0,17,14
47,47,4,13,18,10,14,17,19
48,48,6,17,12,16,0,8,1
