,round,tube0,tube1,tube2
0,0,9,6,5
1,1,5,6,4
2,2,2,1,8
3,3,6,9,7
4,4,4,5,6
5,5,8,0,2
6,6,9,2,6
7,7,2,5,4
8,8,2,9,8
9,9,0,3,8
10,10,3,2,4
11,11,2,6,5
12,12,1,4,9
13,13,6,5,9
14,14,4,3,5
15,15,3,9,5
16,16,5,8,2
17,17,1,8,2
18,18,0,5,3
19,19,4,1,8
20,20,2,6,1
21,21,0,2,7
22,22,3,8,5
23,23,2,8,3
