,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,4,3,13,5,15,9
1,1,3,1,19,2,20,5,4
2,2,18,12,5,3,17,0,10
3,3,4,8,9,20,17,11,1
4,4,20,13,7,1,4,17,2
5,5,1,11,18,14,0,19,9
6,6,15,18,12,14,3,13,5
7,7,20,4,10,1,13,15,16
8,8,8,14,2,18,10,3,0
9,9,12,16,17,14,5,18,10
10,10,6,5,15,10,4,2,19
11,11,4,8,14,13,20,19,12
12,12,9,7,3,14,17,15,0
13,13,0,11,7,18,19,16,5
14,14,14,12,10,13,4,20,2
15,15,2,7,16,11,5,18,9
16,16,3,8,10,16,9,2,13
17,17,0,14,5,18,17,6,1
18,18,2,1,17,9,6,0,12
19,19,20,15,12,14,18,10,16
20,20,1,9,3,16,0,17,2
21,21,9,18,1,17,0,3,11
22,22,20,6,7,2,17,19,4
23,23,5,15,2,13,1,7,10
24,24,13,0,17,3,10,14,12
25,25,7,2,11,12,3,0,19
26,26,6,10,3,19,11,17,12
27,27,2,19,3,7,4,6,13
28,28,7,18,16,0,2,20,11
29,29,4,1,13,17,15,8,5
30,30,4,12,7,1,20,13,6
31,31,20,19,12,1,3,0,4
32,32,0,5,13,20,3,17,2
33,33,18,13,3,9,6,19,17
34,34,0,11,7,2,14,4,19
35,35,1,0,17,19,10,5,15
36,36,13,7,6,19,15,8,1
37,37,15,10,16,0,4,9,18
38,38,13,0,18,16,9,4,15
39,39,3,11,16,20,18,4,7
40,40,10,19,17,1,13,18,15
41,41,13,5,4,3,20,0,8
42,42,19,4,7,17,11,18,1
43,43,14,0,19,13,9,2,8
44,44,9,2,13,3,17,20,6
45,45,15,9,14,20,11,5,4
46,46,12,4,16,5,1,13,11
47,47,1,14,0,9,11,12,18
48,48,12,6,14,5,1,11,8
