,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,19,10,13,18,15,7
1,1,3,1,2,12,6,7,8
2,2,20,3,14,10,1,7,9
3,3,12,0,3,13,19,7,4
4,4,18,5,12,15,9,14,20
5,5,6,13,9,18,11,16,15
6,6,10,0,7,2,6,5,11
7,7,4,17,8,16,2,1,7
8,8,15,19,2,5,0,14,1
9,9,13,14,7,18,20,9,12
10,10,19,5,3,10,18,14,15
11,11,7,10,3,8,0,19,2
12,12,8,19,11,17,20,10,15
13,13,0,12,11,1,7,16,2
14,14,1,5,18,0,4,7,9
15,15,0,8,16,9,20,19,10
16,16,2,20,3,11,6,15,18
17,17,1,16,3,0,2,20,17
18,18,10,20,19,0,3,16,14
19,19,10,18,3,19,0,8,15
20,20,0,20,18,14,8,9,10
21,21,1,2,7,20,11,8,4
22,22,5,0,4,11,6,18,14
23,23,7,11,15,10,4,3,18
24,24,3,6,18,13,20,19,1
25,25,8,18,11,13,9,6,10
26,26,0,9,10,1,2,4,6
27,27,3,19,4,20,14,15,13
28,28,10,4,12,7,1,13,14
29,29,13,11,1,9,5,3,8
30,30,5,15,9,1,16,4,12
31,31,3,18,5,6,16,11,17
32,32,16,5,8,7,6,2,17
33,33,0,16,17,6,19,15,2
34,34,15,17,7,19,14,13,6
35,35,0,19,9,11,2,16,1
36,36,16,19,14,4,17,11,8
37,37,19,4,6,5,2,13,14
38,38,19,16,17,3,6,0,12
39,39,4,6,7,17,13,12,16
40,40,8,2,17,18,7,13,16
41,41,18,16,12,4,6,9,7
42,42,16,6,18,7,4,5,9
43,43,3,20,6,4,19,18,9
44,44,5,17,20,19,6,11,10
45,45,5,7,20,14,17,11,15
46,46,8,13,17,7,20,1,15
47,47,0,16,10,19,8,4,15
48,48,4,13,2,9,19,6,3
