,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,6,4,2,14,19,1
1,1,10,14,15,16,8,6,1
2,2,6,2,17,3,8,0,19
3,3,16,15,18,8,1,6,3
4,4,6,14,10,7,11,0,19
5,5,20,6,7,0,14,15,3
6,6,6,9,16,4,20,18,17
7,7,11,20,6,1,15,0,5
8,8,18,3,13,1,2,11,14
9,9,17,7,0,8,6,4,13
10,10,6,4,17,8,16,0,18
11,11,10,17,18,3,13,0,11
12,12,11,0,19,2,9,13,4
13,13,0,7,2,9,8,4,19
14,14,4,16,9,17,8,12,20
15,15,16,8,17,2,15,19,13
16,16,9,4,5,19,10,18,3
17,17,18,20,3,13,5,16,14
18,18,16,15,4,3,1,14,7
19,19,19,11,16,3,6,1,18
20,20,13,11,1,5,17,12,7
21,21,14,16,7,11,2,5,20
22,22,18,11,17,9,14,7,15
23,23,18,0,3,11,2,7,17
24,24,19,13,3,7,0,16,18
25,25,4,8,9,1,17,2,10
26,26,2,18,19,12,14,3,7
27,27,18,20,3,6,14,15,4
28,28,10,7,4,19,1,9,6
29,29,8,11,4,2,1,16,19
30,30,3,12,6,5,7,18,17
31,31,2,1,14,4,11,0,13
32,32,17,0,4,20,11,14,6
33,33,10,14,13,20,5,11,17
34,34,14,5,17,11,3,1,18
35,35,19,17,7,2,9,3,1
36,36,3,6,2,5,16,9,20
37,37,14,10,8,11,13,1,15
38,38,6,10,2,0,20,15,14
39,39,17,9,13,20,14,18,5
40,40,12,10,4,16,15,7,19
41,41,4,13,10,3,17,6,15
42,42,17,16,15,18,0,6,12
43,43,5,4,2,8,10,1,17
44,44,2,18,8,11,14,10,0
45,45,6,1,12,0,4,9,2
46,46,1,15,16,18,17,3,10
47,47,8,6,9,10,13,20,18
48,48,8,14,17,1,16,3,7
