,round,tube,nut,amount
0,0.0,0.0,0.0,226.37493650359363
1,0.0,0.0,1.0,0.37172292871189905
2,0.0,0.0,2.0,2000.0
3,0.0,0.0,3.0,0.19985579875765241
4,0.0,1.0,0.0,1718.6915469778412
5,0.0,1.0,1.0,0.5427239127438386
6,0.0,1.0,2.0,2000.0
7,0.0,1.0,3.0,0.36942675646713286
8,0.0,2.0,0.0,1718.682369281833
9,0.0,2.0,1.0,0.47749156419091376
10,0.0,2.0,2.0,2000.0
11,0.0,2.0,3.0,0.37550772971855406
