,round,tube0,tube1,tube2
0,0,4,9,2
1,1,0,8,9
2,2,6,0,5
3,3,3,9,5
4,4,4,8,3
5,5,5,7,1
6,6,1,3,6
7,7,2,6,0
8,8,8,9,1
9,9,8,5,2
10,10,0,9,4
11,11,6,5,0
12,12,8,6,3
13,13,2,3,5
14,14,2,9,6
15,15,5,9,6
16,16,9,5,4
17,17,6,7,2
18,18,7,9,0
19,19,7,3,6
20,20,0,4,1
21,21,1,4,6
22,22,6,5,2
23,23,5,7,6
