,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,16,14,11,4,18,5,20
1,1,15,10,8,2,4,11,5
2,2,8,13,17,2,14,9,4
3,3,11,1,5,7,16,12,3
4,4,11,7,20,15,3,0,8
5,5,6,8,1,7,2,10,0
6,6,2,4,7,19,17,1,3
7,7,15,3,18,16,14,19,5
8,8,0,2,1,19,20,6,11
9,9,20,13,12,8,17,3,15
10,10,2,18,12,13,3,16,4
11,11,18,7,10,5,17,11,20
12,12,19,17,20,2,11,8,16
13,13,14,19,2,12,11,4,0
14,14,1,19,17,8,11,7,2
15,15,13,0,3,6,18,11,5
16,16,17,18,2,12,0,11,5
17,17,3,7,14,2,1,20,10
18,18,0,16,20,5,3,7,11
19,19,5,6,3,14,0,7,4
20,20,7,15,19,10,6,12,14
21,21,1,11,3,2,5,12,10
22,22,20,3,14,15,19,7,18
23,23,8,15,4,16,17,1,12
24,24,6,0,14,11,12,5,13
25,25,7,13,18,20,5,15,3
26,26,20,17,14,0,19,2,7
27,27,7,4,20,10,0,11,13
28,28,8,19,18,4,14,10,17
29,29,14,7,18,2,8,16,20
30,30,18,14,5,9,3,12,20
31,31,14,10,12,8,2,7,3
32,32,6,10,13,0,20,1,8
33,33,7,4,16,12,13,19,10
34,34,6,20,2,13,12,10,0
35,35,1,9,12,7,6,8,16
36,36,2,20,4,17,5,19,8
37,37,4,16,10,6,1,8,7
38,38,6,16,3,15,14,12,7
39,39,13,11,8,3,10,0,15
40,40,16,4,8,19,10,1,17
41,41,3,12,17,2,19,13,4
42,42,7,0,15,6,12,13,18
43,43,19,10,4,20,11,6,9
44,44,13,15,19,3,0,7,1
45,45,17,10,7,9,12,20,0
46,46,2,16,12,7,8,18,4
47,47,18,5,7,9,3,20,11
48,48,20,1,11,17,6,3,12
