,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,12,20,16,18,9,1
1,1,2,10,1,9,7,11,0
2,2,10,4,3,15,8,16,17
3,3,8,5,15,1,11,16,9
4,4,4,13,20,10,16,19,17
5,5,8,20,17,7,0,12,19
6,6,12,2,11,5,18,4,10
7,7,9,13,17,11,0,3,7
8,8,5,4,3,18,9,1,6
9,9,7,13,1,15,2,9,5
10,10,1,6,7,9,11,4,2
11,11,2,0,14,13,16,7,11
12,12,19,20,6,2,14,9,11
13,13,14,6,15,10,9,16,0
14,14,1,2,0,17,4,19,6
15,15,9,6,15,7,4,13,17
16,16,3,2,1,11,7,5,0
17,17,2,20,1,16,18,5,3
18,18,18,8,0,11,1,5,19
19,19,18,11,12,10,0,9,2
20,20,2,7,13,18,16,12,4
21,21,7,1,10,3,15,9,5
22,22,3,4,9,13,12,17,5
23,23,8,6,19,16,17,11,12
24,24,12,11,16,2,7,14,1
25,25,5,15,16,18,7,17,20
26,26,15,0,16,14,11,2,12
27,27,0,12,6,1,18,19,3
28,28,0,18,2,15,6,14,17
29,29,2,18,8,12,4,1,7
30,30,1,4,9,14,7,6,16
31,31,7,0,9,12,10,4,14
32,32,2,19,3,10,5,8,7
33,33,13,2,15,18,4,8,0
34,34,10,16,19,12,2,0,14
35,35,15,16,17,13,4,0,3
36,36,6,18,16,7,13,12,2
37,37,11,3,18,16,5,10,15
38,38,19,12,0,7,20,10,4
39,39,8,2,15,14,7,3,13
40,40,14,6,2,1,5,19,13
41,41,0,12,14,19,1,16,9
42,42,0,2,5,18,3,1,4
43,43,1,7,3,2,6,0,18
44,44,18,20,12,0,15,17,6
45,45,19,9,13,10,7,0,3
46,46,3,1,6,11,18,4,9
47,47,5,0,14,1,4,15,13
48,48,2,20,6,11,9,19,14
