,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,10,12,5,7,15,13
1,1,9,3,18,15,1,14,11
2,2,12,18,14,8,19,1,6
3,3,19,1,12,0,11,14,4
4,4,18,10,11,7,9,5,15
5,5,10,20,13,1,8,2,19
6,6,16,1,17,0,18,15,5
7,7,18,15,20,9,1,19,5
8,8,11,20,18,7,8,12,15
9,9,11,12,3,7,19,1,0
10,10,0,9,4,3,11,14,19
11,11,11,6,16,17,13,7,0
12,12,10,13,17,2,14,11,19
13,13,18,1,15,20,8,4,12
14,14,10,5,19,7,2,17,15
15,15,20,8,11,0,16,7,19
16,16,3,11,16,1,13,14,0
17,17,20,19,17,6,1,4,7
18,18,8,15,16,10,17,1,18
19,19,5,9,3,20,2,8,11
20,20,1,3,13,8,4,5,2
21,21,16,18,3,14,19,5,15
22,22,1,6,15,17,3,9,18
23,23,15,19,6,2,14,11,10
24,24,19,12,13,10,0,16,9
25,25,9,1,19,2,17,14,3
26,26,11,18,20,6,14,4,9
27,27,10,8,4,1,17,3,20
28,28,4,10,17,16,20,9,8
29,29,1,9,8,6,3,16,11
30,30,1,4,7,0,17,5,6
31,31,18,9,15,13,7,3,1
32,32,3,16,17,7,1,2,14
33,33,6,20,11,10,0,4,3
34,34,1,5,4,3,6,19,9
35,35,3,2,13,6,15,18,4
36,36,10,12,0,14,18,9,7
37,37,4,11,6,20,8,10,9
38,38,6,2,16,12,17,0,20
39,39,7,1,2,15,0,17,20
40,40,19,17,0,7,14,6,20
41,41,14,4,18,12,10,3,1
42,42,20,15,19,16,11,17,1
43,43,6,4,10,3,11,12,20
44,44,20,15,2,0,18,13,19
45,45,9,12,16,17,18,4,15
46,46,12,3,2,11,1,9,4
47,47,11,18,2,3,16,13,8
48,48,5,18,12,16,0,1,17
