,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,18,17,2,14,6,11
1,1,0,4,2,20,11,16,6
2,2,5,3,1,11,0,20,10
3,3,0,1,15,3,4,6,8
4,4,2,9,12,6,3,19,14
5,5,16,2,1,12,9,14,10
6,6,13,3,12,2,15,10,1
7,7,11,6,2,9,18,8,1
8,8,19,15,8,10,20,13,4
9,9,17,1,5,12,19,8,16
10,10,15,9,16,12,7,2,8
11,11,4,20,12,6,19,15,11
12,12,14,7,11,12,15,4,8
13,13,0,13,6,11,16,2,15
14,14,14,2,10,18,7,8,15
15,15,19,20,10,14,15,6,0
16,16,0,13,3,5,17,1,2
17,17,6,14,2,7,3,19,5
18,18,9,19,3,4,11,1,6
19,19,15,17,7,11,9,10,14
20,20,19,10,8,3,12,1,20
21,21,1,15,12,0,20,13,8
22,22,3,6,12,2,4,11,5
23,23,17,9,12,8,11,20,19
24,24,6,18,13,1,2,0,15
25,25,7,12,16,20,11,8,2
26,26,19,7,13,20,4,18,15
27,27,13,18,6,5,19,12,10
28,28,0,14,7,6,12,16,8
29,29,14,1,20,2,9,11,15
30,30,12,1,20,17,8,4,3
31,31,1,5,9,10,14,19,3
32,32,3,11,7,16,6,15,8
33,33,11,4,0,7,10,19,18
34,34,4,16,9,17,0,19,18
35,35,18,14,11,13,0,6,12
36,36,13,3,8,9,18,16,17
37,37,15,13,16,7,6,3,11
38,38,20,11,14,19,4,5,13
39,39,13,0,9,20,8,2,7
40,40,1,8,16,7,6,10,0
41,41,16,11,6,3,4,0,8
42,42,13,17,12,6,0,7,2
43,43,8,0,15,18,11,10,7
44,44,0,5,10,6,2,7,16
45,45,2,17,5,3,19,0,10
46,46,2,5,8,19,17,4,11
47,47,9,20,12,17,15,2,10
48,48,3,16,15,11,7,8,19
