,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,4,12,10,13,11,7,0
1,1,10,13,3,18,19,12,17
2,2,18,7,15,17,14,13,19
3,3,8,19,13,15,0,20,5
4,4,0,13,2,12,8,17,4
5,5,14,4,19,3,7,8,15
6,6,19,6,11,10,12,4,17
7,7,8,11,6,20,9,3,7
8,8,18,0,7,9,4,5,6
9,9,13,16,7,15,6,19,0
10,10,15,16,8,3,1,19,2
11,11,2,1,14,3,16,18,5
12,12,12,1,2,19,8,9,0
13,13,9,19,13,2,1,5,14
14,14,1,10,11,6,15,3,13
15,15,4,9,3,2,17,14,13
16,16,14,3,5,2,0,8,15
17,17,20,3,13,1,7,17,11
18,18,14,8,4,12,17,13,5
19,19,19,17,1,8,12,4,11
20,20,1,2,15,8,9,12,17
21,21,4,3,13,11,14,7,9
22,22,0,11,20,16,9,13,2
23,23,6,13,19,9,10,11,20
24,24,8,16,7,13,10,6,2
25,25,14,4,1,13,8,9,0
26,26,13,10,19,12,5,4,1
27,27,9,13,15,4,17,2,3
28,28,10,6,12,19,3,4,2
29,29,20,1,13,18,4,14,19
30,30,15,18,1,8,2,17,10
31,31,5,7,12,9,19,3,4
32,32,7,14,20,12,4,0,1
33,33,14,8,17,7,1,2,15
34,34,17,18,10,16,12,2,8
35,35,14,12,10,3,4,1,2
36,36,9,20,12,17,2,18,6
37,37,6,20,15,9,2,8,5
38,38,7,9,12,14,3,2,19
39,39,18,19,11,0,8,7,3
40,40,10,16,4,5,19,13,15
41,41,10,0,13,7,14,5,9
42,42,13,4,20,7,8,2,10
43,43,7,2,8,4,9,11,5
44,44,16,13,1,9,15,8,20
45,45,2,18,4,10,5,9,19
46,46,3,16,0,4,13,7,14
47,47,12,6,10,20,13,0,15
48,48,17,3,13,15,5,4,2
