,round,tube,sp,ancestor,mutant
0,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)","(0.0, 0.0, 0.0, 0.06373288382390217, 0.04293233321345583, 0.0, 0.030118499137154864, 0.0, 0.07098281781122052, 0.0)"
1,0,1,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)","(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.037665209729161646, 0.0)"
2,0,1,12,"(0.1431438549521808, 0.07098421666459682, 0.0, 0.0, 0.0, 0.0, 0.20188557309394728, 0.05107774537518032, 0.0, 0.057272911791666214)","(0.2567407909377261, 0.07098421666459682, 0.0, 0.0, 0.0, 0.0, 0.22543762192991693, 0.047233602523813964, 0.0, 0.057272911791666214)"
3,0,12,2,"(0.0049839865232102236, 0.0, 0.050983883041683255, 0.0, 0.018018540426765272, 0.0, 0.0, 0.0, 0.0, 0.08105041580639258)","(0.0049839865232102236, 0.0, 0.04436574255789044, 0.0, 0.016170237330759746, 0.0, 0.0, 0.0, 0.0, 0.08105041580639258)"
4,0,1,13,"(0.05539516110147199, 0.2324089457760683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10615007620645343, 0.0, 0.1750621008401039)","(0.05539516110147199, 0.08567969940731991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10615007620645343, 0.0, 0.1750621008401039)"
5,0,7,13,"(0.05539516110147199, 0.2324089457760683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10615007620645343, 0.0, 0.1750621008401039)","(0.05539516110147199, 0.22219507922952533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10615007620645343, 0.0, 0.1750621008401039)"
6,0,12,2,"(0.0049839865232102236, 0.0, 0.050983883041683255, 0.0, 0.018018540426765272, 0.0, 0.0, 0.0, 0.0, 0.08105041580639258)","(0.0049839865232102236, 0.0, 0.050983883041683255, 0.0, 0.018018540426765272, 0.0, 0.0, 0.0, 0.0, 0.04495198874406301)"
7,0,1,11,"(0.0, 0.2757473975825492, 0.07272539253638714, 0.04040033156174563, 0.0, 0.2438918289056631, 0.0, 0.0, 0.12873704939550185, 0.0)","(0.0, 0.2757473975825492, 0.07272539253638714, 0.03215580045239274, 0.0, 0.0967928932302579, 0.0, 0.0, 0.12873704939550185, 0.0)"
8,0,7,8,"(0.0, 0.016643627919484913, 0.02852076469392659, 0.0, 0.0, 0.0, 0.00026087500255182283, 0.0, 0.0, 0.0)","(0.0, 0.019178620295133012, 0.02852076469392659, 0.0, 0.0, 0.0, 0.00026087500255182283, 0.0, 0.0, 0.0)"
9,0,11,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)","(0.009348247017828151, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)"
