,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,9,7,11,15,10,17
1,1,4,1,7,16,13,18,19
2,2,8,5,9,17,6,15,12
3,3,7,10,20,5,6,16,11
4,4,7,8,10,20,13,3,2
5,5,7,20,10,12,8,11,4
6,6,8,13,5,4,3,15,20
7,7,1,0,2,10,20,18,14
8,8,18,12,2,3,17,11,10
9,9,16,15,6,20,19,18,7
10,10,6,4,14,1,15,18,9
11,11,1,8,18,17,0,4,15
12,12,1,2,12,6,19,9,4
13,13,11,14,7,10,20,8,13
14,14,1,9,19,7,6,20,11
15,15,9,7,1,2,10,0,6
16,16,11,10,3,15,6,4,8
17,17,10,14,15,2,1,0,9
18,18,1,14,8,4,15,5,13
19,19,11,15,7,6,14,1,16
20,20,15,19,2,7,0,12,10
21,21,1,12,17,11,13,9,2
22,22,9,16,1,10,5,18,6
23,23,0,13,18,1,14,12,10
24,24,20,9,13,2,3,4,16
25,25,3,14,7,5,1,10,16
26,26,10,20,6,3,0,11,1
27,27,12,6,16,0,17,4,5
28,28,2,11,17,7,14,19,8
29,29,20,2,7,17,11,6,13
30,30,8,16,19,5,1,9,14
31,31,15,2,4,16,7,13,6
32,32,15,8,0,11,3,6,7
33,33,12,5,8,0,11,4,2
34,34,19,17,2,8,15,9,3
35,35,4,20,12,10,7,16,0
36,36,3,12,2,20,1,9,17
37,37,11,6,20,1,3,16,19
38,38,19,3,8,15,20,17,6
39,39,3,10,17,4,2,16,5
40,40,17,1,5,19,20,13,2
41,41,8,0,1,11,20,3,14
42,42,19,11,0,7,15,20,12
43,43,6,9,12,4,15,0,7
44,44,15,0,11,16,8,5,14
45,45,12,7,16,17,20,18,14
46,46,8,15,13,11,9,4,7
47,47,4,1,8,11,16,0,2
48,48,15,6,13,7,14,20,2
