,round,tube0,tube1,tube2
0,0,2,3,7
1,1,0,3,8
2,2,8,9,6
3,3,2,9,6
4,4,2,1,4
5,5,3,2,0
6,6,1,0,2
7,7,1,5,0
8,8,8,7,4
9,9,9,0,4
10,10,0,9,3
11,11,6,0,2
12,12,9,6,0
13,13,4,0,2
14,14,5,1,7
15,15,5,0,7
16,16,9,5,1
17,17,7,3,8
18,18,6,5,2
19,19,7,5,0
20,20,3,0,9
21,21,8,9,2
22,22,7,6,1
23,23,8,4,3
