,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,4.0,13.0,428.0,-0.0,28420.0,32.923051597652616
1,0.0,1.0,4.0,13.0,414.0,-0.0,30518.0,31.84612934913127
2,0.0,2.0,4.0,13.0,405.0,-0.0,31358.0,31.15382218936755
