,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,3,9,17,11,5,10,13
1,1,0,4,13,12,17,5,14
2,2,10,6,19,14,4,7,9
3,3,20,1,11,7,15,9,19
4,4,1,6,14,3,7,20,8
5,5,18,1,16,12,11,3,10
6,6,1,8,14,2,4,5,19
7,7,15,9,13,17,2,6,8
8,8,1,20,18,0,14,11,9
9,9,10,17,0,20,16,9,19
10,10,0,9,18,20,11,7,2
11,11,3,20,8,5,13,0,9
12,12,7,14,18,12,3,17,16
13,13,13,11,8,14,2,9,12
14,14,10,19,7,1,18,15,20
15,15,18,17,2,16,1,9,5
16,16,13,7,3,9,11,12,4
17,17,2,6,7,19,5,14,4
18,18,14,10,2,20,15,7,9
19,19,17,8,7,4,10,1,9
20,20,0,3,8,2,1,11,20
21,21,2,14,7,6,15,10,19
22,22,14,11,1,9,0,2,4
23,23,8,20,15,3,13,17,1
24,24,16,8,19,14,4,5,13
25,25,16,12,18,5,3,8,6
26,26,15,17,7,12,1,20,16
27,27,5,11,20,15,18,0,7
28,28,6,7,13,19,16,8,12
29,29,19,2,18,14,20,9,4
30,30,10,20,8,1,9,17,14
31,31,19,0,12,8,4,13,11
32,32,16,7,4,9,1,17,15
33,33,9,0,8,10,14,4,1
34,34,11,19,0,9,16,14,6
35,35,10,7,9,20,19,1,17
36,36,14,19,5,0,18,10,15
37,37,8,9,7,11,4,16,2
38,38,0,2,19,13,15,1,4
39,39,12,15,8,20,2,13,18
40,40,12,7,8,14,10,2,13
41,41,11,2,12,4,19,0,15
42,42,12,10,7,19,2,5,17
43,43,8,13,19,16,4,5,11
44,44,14,16,4,11,5,17,1
45,45,17,5,16,12,9,11,7
46,46,8,9,2,15,16,4,1
47,47,11,4,16,1,0,10,17
48,48,12,0,20,3,7,6,1
