,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,17,19,20,15,4,1
1,1,8,2,5,16,18,1,17
2,2,5,11,1,16,17,15,20
3,3,12,6,20,0,1,18,8
4,4,17,9,18,11,7,13,6
5,5,3,16,20,15,5,8,13
6,6,13,2,9,14,18,19,17
7,7,16,10,14,2,11,7,0
8,8,2,8,4,11,5,13,19
9,9,11,2,8,4,0,16,1
10,10,3,18,14,15,1,2,8
11,11,9,20,16,18,11,4,0
12,12,8,9,7,1,20,0,18
13,13,10,5,4,6,3,8,1
14,14,1,5,10,7,19,8,9
15,15,11,17,6,10,13,15,19
16,16,18,13,7,9,12,11,15
17,17,18,17,13,1,6,4,8
18,18,3,1,15,11,17,8,2
19,19,14,10,8,17,11,18,6
20,20,0,1,9,7,8,14,10
21,21,4,2,17,9,5,11,14
22,22,6,18,0,17,13,1,7
23,23,5,2,8,9,19,0,11
24,24,11,20,16,15,9,17,5
25,25,14,10,20,9,8,13,16
26,26,19,4,8,1,14,10,18
27,27,10,11,18,3,4,0,13
28,28,2,15,4,13,19,14,16
29,29,15,9,6,0,8,18,4
30,30,18,12,11,1,13,20,15
31,31,15,10,7,9,12,18,14
32,32,19,4,14,1,16,15,12
33,33,4,15,6,13,16,12,18
34,34,2,12,14,8,20,5,19
35,35,3,7,0,2,16,6,18
36,36,4,11,14,7,18,19,16
37,37,11,3,8,10,5,15,7
38,38,11,2,3,8,6,17,7
39,39,10,20,5,3,19,12,1
40,40,16,14,5,18,6,10,2
41,41,7,9,16,6,3,2,8
42,42,10,11,17,2,16,20,18
43,43,4,17,3,1,5,15,8
44,44,10,20,11,19,0,1,6
45,45,14,9,3,13,8,4,5
46,46,18,10,17,8,5,11,0
47,47,8,1,2,3,0,7,9
48,48,3,5,9,16,11,0,7
