,round,tube,sp,st,final_pop
0,0,0,8,"(0.0, 0.0, 0.004296295938331339, 0.0, 0.01656773279081745, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",76
1,0,0,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",16
2,0,0,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.022566499329498647, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",348
3,0,0,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.015910259092518676, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",4
4,0,1,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.022638011874154935, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",54
5,0,1,8,"(0.0, 0.0, 0.004296295938331339, 0.0, 0.01656773279081745, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",127
6,0,1,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.022566499329498647, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",526
7,0,1,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.015910259092518676, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",18
8,0,2,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.015910259092518676, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",13
9,0,2,8,"(0.0, 0.0, 0.004296295938331339, 0.0, 0.01656773279081745, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",154
10,0,2,8,"(0.0, 0.0, 0.006890072967448879, 0.0, 0.022566499329498647, 0.0, 0.0, 0.0, 0.10496992698505436, 0.10683552372051262)",595
