,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,18,17,2,14,6,11
1,1,4,0,9,7,8,1,10
2,2,15,18,12,1,4,0,3
3,3,9,20,3,2,11,14,0
4,4,13,14,9,5,17,6,1
5,5,4,17,12,3,18,1,19
6,6,8,0,15,20,9,5,14
7,7,9,8,17,15,20,4,19
8,8,7,19,20,5,4,1,12
9,9,3,17,13,19,0,11,5
10,10,5,17,13,1,7,16,9
11,11,2,5,6,11,7,1,16
12,12,12,20,17,3,13,2,19
13,13,15,12,20,19,2,3,14
14,14,14,19,11,15,5,10,16
15,15,8,11,18,0,14,20,5
16,16,1,19,12,11,20,16,10
17,17,2,17,12,7,6,9,16
18,18,10,16,19,2,9,5,11
19,19,18,17,2,7,1,16,6
20,20,14,1,11,18,19,12,7
21,21,17,8,5,9,7,12,19
22,22,18,20,6,10,9,15,1
23,23,15,4,6,2,16,9,0
24,24,2,15,20,6,19,14,5
25,25,14,6,9,0,8,3,12
26,26,1,19,4,14,0,3,9
27,27,12,16,3,9,4,5,0
28,28,2,14,15,16,18,7,0
29,29,16,6,0,18,9,14,12
30,30,16,13,14,4,10,15,11
31,31,8,15,13,12,0,17,18
32,32,2,20,0,7,4,1,12
33,33,6,17,1,0,19,3,12
34,34,4,10,13,11,3,1,19
35,35,0,16,13,19,10,17,1
36,36,15,10,1,17,3,14,19
37,37,11,12,0,18,17,1,10
38,38,12,17,5,1,6,0,18
39,39,12,2,1,17,11,18,9
40,40,12,15,19,8,18,1,0
41,41,9,17,11,0,19,10,5
42,42,5,12,16,3,20,4,10
43,43,6,4,16,8,7,0,11
44,44,10,16,2,17,18,5,9
45,45,19,3,7,8,17,18,13
46,46,12,2,14,5,20,17,0
47,47,16,18,6,5,15,10,1
48,48,9,16,8,10,11,18,19
