,round,tube0,tube1,tube2
0,0,4,1,8
1,1,8,0,6
2,2,5,9,3
3,3,0,6,2
4,4,4,9,2
5,5,6,9,4
6,6,6,8,9
7,7,1,9,4
8,8,5,0,6
9,9,7,5,6
10,10,2,8,0
11,11,8,9,0
12,12,1,0,5
13,13,8,3,1
14,14,8,9,6
15,15,8,6,7
16,16,4,9,2
17,17,2,8,3
18,18,3,4,6
19,19,1,4,7
20,20,4,8,3
21,21,3,7,9
22,22,3,5,2
23,23,6,8,9
