,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,4,3,5,0,9
1,1,2,0,1,18,19,20,6
2,2,2,8,1,4,7,0,3
3,3,8,20,6,19,2,15,13
4,4,8,12,13,5,7,18,0
5,5,18,8,17,6,4,20,2
6,6,1,19,11,2,15,0,8
7,7,7,19,6,18,17,14,11
8,8,19,17,5,10,3,14,13
9,9,13,6,18,12,5,0,3
10,10,20,0,18,13,1,6,19
11,11,20,17,15,10,2,8,14
12,12,6,8,3,5,9,16,4
13,13,16,9,10,2,19,20,11
14,14,10,3,5,9,16,4,17
15,15,7,2,3,4,5,13,10
16,16,6,20,8,7,19,18,15
17,17,0,3,12,7,4,10,16
18,18,5,13,16,0,1,6,18
19,19,17,5,15,16,10,8,19
20,20,1,19,17,8,20,3,14
21,21,12,15,14,4,10,17,9
22,22,10,3,13,19,11,7,12
23,23,20,13,3,16,10,0,1
24,24,18,20,9,13,19,0,1
25,25,7,9,18,14,3,2,20
26,26,19,8,6,15,18,14,4
27,27,8,10,0,13,4,2,3
28,28,12,1,5,6,14,17,7
29,29,20,13,17,11,0,10,6
30,30,1,19,0,17,11,3,5
31,31,9,1,10,6,12,11,19
32,32,6,14,5,8,16,11,15
33,33,2,1,10,5,19,14,15
34,34,11,12,7,10,9,6,0
35,35,3,19,5,6,4,17,18
36,36,18,19,14,1,7,6,4
37,37,20,17,12,6,14,5,18
38,38,1,19,6,13,20,4,5
39,39,14,10,7,8,6,11,3
40,40,14,15,9,3,16,11,0
41,41,20,9,6,12,19,4,1
42,42,1,0,13,9,2,15,7
43,43,0,15,1,4,7,8,10
44,44,14,7,4,15,2,16,3
45,45,13,9,1,18,6,0,10
46,46,15,1,16,3,0,4,2
47,47,7,5,0,19,17,11,13
48,48,6,18,20,12,19,11,4
