,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,13,20,15,10,14,0
1,1,6,8,15,20,18,10,13
2,2,18,12,19,10,15,14,9
3,3,14,6,10,7,5,0,4
4,4,20,16,2,3,8,4,9
5,5,13,10,0,8,18,14,16
6,6,1,11,16,5,18,19,13
7,7,4,5,3,16,13,0,6
8,8,1,18,15,10,2,6,7
9,9,20,15,12,13,7,18,14
10,10,11,18,3,4,15,13,12
11,11,16,13,3,9,2,15,4
12,12,5,16,4,19,10,8,17
13,13,5,18,4,17,9,1,3
14,14,12,3,20,14,2,18,15
15,15,20,4,7,1,10,0,8
16,16,9,4,18,0,7,12,17
17,17,20,11,7,0,10,3,13
18,18,6,19,3,12,14,20,16
19,19,6,8,13,10,3,4,16
20,20,18,8,1,11,10,20,17
21,21,8,17,20,12,5,13,11
22,22,10,16,9,4,7,11,20
23,23,9,3,2,13,19,12,15
24,24,0,12,4,17,19,18,11
25,25,7,1,20,4,12,5,15
26,26,20,19,11,9,15,1,10
27,27,13,12,19,0,11,1,14
28,28,0,18,5,20,4,9,8
29,29,1,14,11,13,0,4,12
30,30,17,20,5,14,2,9,1
31,31,2,4,8,1,5,19,10
32,32,13,11,20,17,9,8,0
33,33,4,10,18,1,6,11,5
34,34,18,5,20,13,19,3,1
35,35,6,0,4,8,19,18,2
36,36,3,19,5,10,20,9,14
37,37,3,17,8,13,5,11,15
38,38,14,17,18,3,13,11,8
39,39,12,16,17,18,1,15,9
40,40,13,2,16,14,17,3,5
41,41,15,16,8,19,3,6,7
42,42,1,5,8,14,2,7,17
43,43,13,3,9,5,14,11,19
44,44,3,2,20,18,17,12,14
45,45,6,8,5,4,14,12,2
46,46,12,5,15,10,8,6,16
47,47,4,18,3,14,15,10,11
48,48,3,4,20,7,10,12,14
