,round,tube0,tube1,tube2
0,0,8,5,3
1,1,8,1,7
2,2,5,8,2
3,3,1,2,4
4,4,2,5,0
5,5,7,9,1
6,6,5,4,8
7,7,2,1,3
8,8,2,7,6
9,9,7,6,0
10,10,5,8,9
11,11,9,0,6
12,12,4,2,8
13,13,8,2,1
14,14,5,6,0
15,15,4,5,2
16,16,5,0,3
17,17,6,1,4
18,18,2,5,8
19,19,8,2,7
20,20,0,4,5
21,21,4,5,8
22,22,5,4,3
23,23,5,0,9
