,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,1,13,11,3,14,16
1,1,1,6,5,11,2,20,8
2,2,18,6,12,2,3,10,0
3,3,18,19,4,6,1,7,17
4,4,12,13,14,18,19,11,0
5,5,16,6,12,20,13,9,11
6,6,11,1,4,10,2,15,6
7,7,4,7,20,0,10,3,2
8,8,5,1,20,17,10,4,7
9,9,17,12,10,3,15,6,0
10,10,6,11,16,0,9,4,5
11,11,2,16,8,10,0,3,11
12,12,18,12,16,6,4,19,14
13,13,18,17,0,9,8,7,15
14,14,3,17,8,16,12,10,15
15,15,16,12,14,8,20,19,0
16,16,12,0,16,7,8,13,20
17,17,7,18,1,20,16,5,11
18,18,17,19,11,6,20,13,15
19,19,5,6,13,0,8,10,7
20,20,3,15,8,19,1,18,20
21,21,9,3,15,16,19,20,8
22,22,0,6,11,4,9,16,7
23,23,1,5,2,17,14,12,4
24,24,10,12,3,16,1,20,19
25,25,3,9,16,5,12,4,19
26,26,9,12,0,5,2,15,7
27,27,3,9,2,8,6,1,20
28,28,16,11,14,13,17,5,1
29,29,1,6,8,16,18,0,9
30,30,18,15,14,1,13,20,17
31,31,3,7,1,18,16,11,17
32,32,0,12,2,20,17,16,4
33,33,4,7,1,16,13,3,8
34,34,3,9,4,15,6,18,16
35,35,20,7,15,6,4,11,10
36,36,19,15,4,18,5,17,10
37,37,1,3,15,14,11,18,5
38,38,15,3,16,17,8,2,0
39,39,12,11,4,7,3,10,13
40,40,16,9,8,12,18,3,5
41,41,3,4,9,18,20,19,0
42,42,16,5,11,17,8,4,3
43,43,8,6,17,3,15,2,0
44,44,13,12,15,6,0,1,11
45,45,3,14,4,6,17,0,10
46,46,20,3,12,8,2,17,19
47,47,2,12,20,18,19,6,15
48,48,1,9,20,19,15,5,12
