,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,11.0,10.0,643.0,-0.0,39475.0,64.2999357000643
1,0.0,1.0,11.0,10.0,612.0,-0.0,41948.0,61.199938800061204
2,0.0,2.0,11.0,10.0,681.0,-0.0,37351.0,68.0999319000681
