,round,tube0,tube1,tube2
0,0,6,7,4
1,1,8,9,6
2,2,9,4,5
3,3,9,2,8
4,4,8,5,1
5,5,2,4,6
6,6,8,3,0
7,7,8,4,1
8,8,8,5,9
9,9,4,9,1
10,10,4,3,1
11,11,3,8,7
12,12,3,4,0
13,13,5,2,1
14,14,2,4,3
15,15,3,7,9
16,16,5,1,2
17,17,4,1,8
18,18,5,9,2
19,19,2,0,3
20,20,6,4,8
21,21,3,0,4
22,22,4,2,8
23,23,2,5,1
