,round,tube0,tube1,tube2
0,0,8,9,5
1,1,4,7,9
2,2,5,4,0
3,3,8,7,0
4,4,2,7,6
5,5,1,7,4
6,6,7,3,9
7,7,1,5,4
8,8,6,8,3
9,9,0,6,8
10,10,4,0,3
11,11,7,8,0
12,12,4,5,7
13,13,3,8,5
14,14,5,0,1
15,15,5,6,7
16,16,9,3,6
17,17,6,7,2
18,18,3,5,9
19,19,9,0,8
20,20,2,3,4
21,21,8,1,6
22,22,4,3,9
23,23,4,3,8
