,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,19,11,5,0,16,9
1,1,15,2,11,18,9,6,19
2,2,19,4,10,11,8,14,6
3,3,13,15,14,18,0,7,16
4,4,15,17,4,7,1,10,16
5,5,17,10,1,4,11,15,20
6,6,10,13,9,16,17,19,11
7,7,6,14,15,10,17,16,9
8,8,3,6,18,1,15,17,8
9,9,5,19,16,14,1,0,2
10,10,7,1,11,8,13,5,3
11,11,20,18,9,13,16,12,14
12,12,11,20,2,4,10,12,13
13,13,12,16,19,8,17,0,11
14,14,12,13,16,0,5,7,6
15,15,1,12,20,5,16,13,17
16,16,9,4,10,1,12,16,17
17,17,5,13,16,10,1,12,20
18,18,4,9,18,0,12,17,16
19,19,19,8,14,7,9,18,20
20,20,10,14,18,3,11,5,9
21,21,4,11,10,18,8,14,2
22,22,5,9,20,10,3,8,2
23,23,14,8,13,18,20,0,11
24,24,3,2,10,1,11,9,8
25,25,9,12,6,18,16,0,3
26,26,8,5,16,7,12,6,17
27,27,15,8,5,10,13,18,20
28,28,12,13,17,18,6,5,14
29,29,16,18,8,17,2,14,12
30,30,7,2,9,13,1,17,11
31,31,3,12,20,14,19,13,15
32,32,13,12,17,20,10,1,8
33,33,13,14,2,6,3,19,11
34,34,5,18,10,8,4,16,0
35,35,18,6,4,8,13,15,1
36,36,0,19,12,9,11,4,2
37,37,6,10,1,9,18,3,0
38,38,6,18,17,8,11,2,7
39,39,18,0,10,1,16,6,2
40,40,0,13,17,10,16,3,9
41,41,7,11,19,9,10,14,6
42,42,7,11,6,12,5,13,14
43,43,20,19,6,12,15,14,13
44,44,7,16,19,18,13,5,1
45,45,17,16,14,7,10,19,13
46,46,2,6,3,18,8,4,5
47,47,8,4,17,7,15,14,0
48,48,20,13,6,14,16,2,11
