,round,tube0,tube1,tube2
0,0,7,6,3
1,1,3,2,7
2,2,4,9,8
3,3,5,9,7
4,4,3,5,1
5,5,5,1,9
6,6,7,6,1
7,7,2,9,4
8,8,4,0,3
9,9,6,7,5
10,10,6,7,8
11,11,1,8,3
12,12,2,0,8
13,13,8,0,7
14,14,0,6,4
15,15,2,1,7
16,16,1,6,3
17,17,9,7,5
18,18,8,9,2
19,19,8,9,0
20,20,4,1,0
21,21,5,3,6
22,22,5,4,0
23,23,3,8,9
