,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,16,13,8,20,10,2
1,1,14,13,20,12,15,5,18
2,2,13,5,18,6,7,2,19
3,3,4,16,14,2,8,1,11
4,4,16,14,1,0,2,20,5
5,5,10,4,2,9,8,15,5
6,6,16,4,11,18,9,1,20
7,7,6,7,2,8,20,14,11
8,8,19,7,6,13,3,10,16
9,9,4,13,10,3,15,20,5
10,10,9,4,12,8,0,15,2
11,11,12,3,15,4,0,6,18
12,12,3,11,18,13,15,1,0
13,13,4,20,8,1,16,10,15
14,14,17,6,13,20,18,12,7
15,15,6,16,19,13,9,15,17
16,16,2,5,17,9,8,14,18
17,17,5,3,6,8,12,20,1
18,18,10,13,15,2,11,20,0
19,19,7,9,10,16,4,19,20
20,20,1,19,7,20,18,12,17
21,21,11,2,13,19,12,7,8
22,22,20,8,14,10,15,5,0
23,23,0,14,19,5,12,3,4
24,24,19,13,11,8,12,18,2
25,25,15,7,2,12,11,19,18
26,26,6,0,2,16,18,5,19
27,27,9,2,7,6,12,19,5
28,28,8,11,9,17,16,3,4
29,29,19,0,9,6,2,8,1
30,30,18,2,19,17,5,12,0
31,31,7,5,8,19,11,9,4
32,32,5,10,15,17,2,19,1
33,33,12,14,17,15,4,11,8
34,34,0,11,1,19,17,4,10
35,35,14,13,6,5,7,12,9
36,36,2,18,9,11,13,0,6
37,37,1,12,6,11,16,13,20
38,38,11,17,18,10,6,3,9
39,39,2,15,16,8,7,12,3
40,40,3,17,12,16,1,20,5
41,41,19,17,7,3,2,10,9
42,42,1,17,8,14,11,12,6
43,43,8,3,5,2,19,20,1
44,44,7,10,6,3,16,18,11
45,45,0,1,13,11,4,6,10
46,46,4,6,7,10,8,5,16
47,47,3,4,7,6,15,20,13
48,48,19,4,0,5,17,1,7
