,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,17,18,20,19,4,13
1,1,9,1,6,0,13,10,12
2,2,2,8,14,20,0,6,3
3,3,1,12,0,10,20,17,9
4,4,14,11,19,4,12,5,7
5,5,0,12,3,19,16,7,4
6,6,14,17,5,6,3,19,1
7,7,20,15,13,10,18,11,14
8,8,20,18,15,9,11,2,14
9,9,12,15,3,11,1,13,20
10,10,5,3,4,9,18,8,16
11,11,2,13,4,3,19,6,11
12,12,12,1,2,10,6,20,11
13,13,12,6,5,16,10,17,18
14,14,20,7,4,15,18,17,0
15,15,19,8,15,4,12,13,0
16,16,5,11,17,15,18,0,7
17,17,19,12,3,1,11,20,0
18,18,7,14,5,1,19,13,6
19,19,7,6,15,8,20,0,9
20,20,17,1,18,2,5,3,11
21,21,20,3,4,8,15,5,11
22,22,13,4,0,1,19,18,6
23,23,14,17,9,15,6,18,12
24,24,1,18,17,8,20,14,16
25,25,14,16,17,2,13,0,5
26,26,5,12,17,4,20,7,9
27,27,15,14,11,7,3,5,17
28,28,4,9,19,0,2,18,12
29,29,12,4,10,15,3,9,16
30,30,8,18,15,16,14,12,4
31,31,14,13,10,15,11,16,6
32,32,14,17,2,1,19,20,8
33,33,10,20,2,16,1,4,15
34,34,2,5,7,12,14,20,0
35,35,8,5,1,19,9,4,20
36,36,7,8,2,13,19,16,18
37,37,17,2,16,20,14,12,13
38,38,14,2,20,16,19,18,13
39,39,19,18,10,11,14,0,20
40,40,14,4,15,10,9,19,1
41,41,7,19,14,12,1,0,5
42,42,12,2,14,13,17,16,1
43,43,18,19,4,9,10,16,12
44,44,10,0,16,3,18,15,20
45,45,15,9,7,2,16,14,18
46,46,8,6,9,2,4,11,17
47,47,8,14,1,0,12,18,3
48,48,5,16,13,2,8,15,10
