,round,tube0,tube1,tube2
0,0,1,2,5
1,1,2,3,4
2,2,3,0,1
3,3,7,8,1
4,4,8,0,2
5,5,2,8,4
6,6,4,0,7
7,7,5,1,3
8,8,3,6,2
9,9,5,9,6
10,10,7,2,3
11,11,9,8,5
12,12,0,3,1
13,13,6,4,8
14,14,8,0,1
15,15,3,9,2
16,16,2,4,0
17,17,1,9,3
18,18,9,3,0
19,19,1,9,8
20,20,6,0,8
21,21,5,6,4
22,22,9,4,0
23,23,8,4,9
