,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,4,3,13,5,15,9
1,1,20,18,12,3,2,0,6
2,2,18,5,12,1,3,9,0
3,3,3,7,4,10,18,2,13
4,4,7,5,20,1,19,16,9
5,5,19,15,14,13,10,1,4
6,6,0,13,11,16,2,14,8
7,7,14,5,6,12,16,13,7
8,8,7,10,9,20,1,4,15
9,9,13,10,20,17,18,6,19
10,10,13,7,14,3,0,6,2
11,11,2,11,5,17,8,13,14
12,12,3,4,6,10,17,14,19
13,13,15,1,11,7,9,14,2
14,14,20,4,18,19,1,13,2
15,15,2,7,4,19,9,14,15
16,16,12,6,4,10,13,7,11
17,17,0,6,18,14,1,19,9
18,18,4,7,12,14,9,15,2
19,19,3,20,15,17,9,8,1
20,20,0,16,10,18,6,17,7
21,21,13,0,14,4,18,3,7
22,22,2,6,14,15,18,4,3
23,23,1,2,18,19,13,6,5
24,24,10,5,3,2,17,0,16
25,25,20,9,12,8,6,14,1
26,26,19,3,2,5,17,0,1
27,27,15,5,1,14,9,12,4
28,28,13,7,15,14,11,1,16
29,29,14,10,6,2,18,11,20
30,30,17,12,3,7,15,0,2
31,31,18,9,5,7,19,11,1
32,32,9,12,2,10,19,6,13
33,33,11,8,9,15,0,10,14
34,34,12,0,10,15,5,9,6
35,35,20,16,8,1,19,10,3
36,36,10,11,15,16,5,2,12
37,37,5,19,16,8,7,11,14
38,38,8,4,12,5,17,19,16
39,39,17,1,6,4,2,3,8
40,40,17,10,18,20,0,14,3
41,41,12,9,6,5,16,15,13
42,42,6,20,2,13,10,3,18
43,43,13,2,18,4,1,12,20
44,44,11,8,1,15,2,6,12
45,45,16,4,2,15,18,13,6
46,46,17,12,18,14,0,4,16
47,47,2,4,10,3,14,12,6
48,48,11,5,15,7,4,2,9
