,round,tube0,tube1,tube2
0,0,2,4,0
1,1,6,3,9
2,2,8,9,3
3,3,7,9,8
4,4,4,9,7
5,5,8,9,2
6,6,8,3,9
7,7,6,7,8
8,8,2,5,9
9,9,9,5,3
10,10,1,6,8
11,11,6,3,2
12,12,5,4,9
13,13,7,2,3
14,14,1,8,4
15,15,6,8,0
16,16,6,2,3
17,17,1,4,3
18,18,6,0,4
19,19,1,7,6
20,20,8,1,2
21,21,2,3,0
22,22,9,3,1
23,23,8,9,1
