,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,0,18,17,13,19,20
1,1,9,3,8,14,16,15,6
2,2,17,7,18,11,5,13,3
3,3,3,2,16,4,13,18,1
4,4,17,4,0,15,5,16,12
5,5,2,3,10,16,13,15,5
6,6,7,10,16,18,17,11,0
7,7,14,4,12,13,0,3,19
8,8,3,11,1,7,13,19,16
9,9,7,17,11,12,0,8,16
10,10,10,3,4,11,7,9,17
11,11,13,7,6,10,16,20,17
12,12,17,5,1,4,9,12,15
13,13,5,17,19,3,8,15,4
14,14,12,11,3,9,7,19,0
15,15,4,12,2,15,8,13,0
16,16,20,6,16,1,15,10,18
17,17,18,3,17,10,16,2,15
18,18,8,10,7,16,9,17,4
19,19,9,6,0,4,15,16,2
20,20,6,8,14,1,5,4,15
21,21,18,20,4,13,15,0,16
22,22,10,20,18,7,1,8,9
23,23,17,18,16,15,8,10,9
24,24,1,7,13,14,6,2,16
25,25,20,6,12,14,16,4,1
26,26,6,11,13,20,5,18,3
27,27,7,2,17,8,20,12,15
28,28,4,14,5,17,2,8,20
29,29,14,19,16,20,3,7,11
30,30,16,14,3,10,18,1,6
31,31,3,15,18,4,12,1,8
32,32,1,18,6,17,2,8,19
33,33,6,18,11,4,7,2,17
34,34,3,17,19,4,16,0,5
35,35,0,14,15,19,20,6,5
36,36,5,14,13,16,18,7,8
37,37,16,10,0,11,19,6,4
38,38,19,18,16,15,11,5,13
39,39,18,4,0,10,7,20,11
40,40,18,8,5,11,19,17,4
41,41,9,16,12,10,18,20,14
42,42,0,1,17,3,13,4,18
43,43,13,11,16,10,1,12,17
44,44,1,12,2,19,0,7,6
45,45,17,20,6,11,10,12,9
46,46,9,2,14,19,8,6,18
47,47,8,15,7,5,2,3,19
48,48,5,9,10,8,11,15,14
