,round,tube0,tube1,tube2
0,0,0,3,1
1,1,6,9,4
2,2,6,5,8
3,3,6,8,1
4,4,1,3,9
5,5,5,4,7
6,6,6,5,4
7,7,0,1,9
8,8,0,4,1
9,9,0,6,3
10,10,8,4,6
11,11,6,1,9
12,12,2,1,8
13,13,5,8,7
14,14,8,1,6
15,15,9,5,0
16,16,6,9,1
17,17,4,5,8
18,18,4,2,7
19,19,3,8,4
20,20,8,3,0
21,21,5,6,8
22,22,4,7,8
23,23,5,3,6
