,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,0,18,13,1,3,6
1,1,2,3,0,4,8,19,10
2,2,2,6,4,5,16,15,19
3,3,1,6,8,11,17,14,16
4,4,3,6,7,2,13,19,18
5,5,3,5,7,16,14,20,18
6,6,3,4,2,0,8,1,5
7,7,1,14,12,17,7,15,10
8,8,10,12,15,18,19,17,1
9,9,0,1,17,7,2,12,10
10,10,8,19,12,5,17,6,1
11,11,2,19,15,1,14,17,11
12,12,6,4,15,8,12,1,10
13,13,0,8,17,10,16,6,12
14,14,1,11,10,14,17,0,12
15,15,6,11,2,19,3,9,20
16,16,3,10,15,8,20,4,17
17,17,14,17,6,13,4,9,7
18,18,16,0,1,10,6,5,14
19,19,6,10,2,5,16,19,13
20,20,9,12,5,13,19,3,0
21,21,2,15,11,9,18,8,1
22,22,9,4,5,14,12,7,8
23,23,0,5,19,6,3,14,11
24,24,15,2,14,6,1,19,12
25,25,2,18,15,0,9,19,7
26,26,7,8,1,4,6,2,20
27,27,6,13,3,16,8,9,0
28,28,5,1,3,2,18,13,9
29,29,19,14,3,8,0,6,7
30,30,20,6,14,8,16,18,5
31,31,0,2,1,18,8,5,3
32,32,13,17,15,12,18,11,3
33,33,13,0,8,9,20,15,12
34,34,6,10,13,15,5,3,20
35,35,1,4,0,5,16,13,14
36,36,10,13,2,11,17,6,12
37,37,2,7,1,10,15,16,3
38,38,15,4,3,16,7,18,11
39,39,5,10,6,15,9,4,12
40,40,7,16,14,19,15,2,9
41,41,0,8,13,3,18,19,7
42,42,12,19,8,5,15,0,13
43,43,9,18,5,0,15,19,6
44,44,7,12,15,5,19,11,2
45,45,4,1,16,6,18,17,3
46,46,4,0,3,6,2,9,10
47,47,16,11,13,20,9,10,15
48,48,15,14,5,4,7,3,0
