,round,tube0,tube1,tube2
0,0,4,1,5
1,1,4,8,9
2,2,5,1,7
3,3,0,9,5
4,4,3,7,6
5,5,2,7,4
6,6,5,6,3
7,7,1,9,0
8,8,8,3,9
9,9,1,3,7
10,10,5,9,0
11,11,3,2,4
12,12,4,0,8
13,13,0,3,5
14,14,8,4,6
15,15,6,0,8
16,16,6,0,8
17,17,8,9,0
18,18,6,0,3
19,19,1,6,3
20,20,4,8,0
21,21,3,8,0
22,22,3,0,2
23,23,4,7,2
