,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,4,5,3,14,13,0,11
1,1,6,8,7,11,0,1,10
2,2,0,1,4,7,5,3,2
3,3,5,4,14,2,0,1,19
4,4,2,8,11,12,14,6,10
5,5,0,2,10,20,9,19,15
6,6,4,0,5,3,14,1,19
7,7,9,16,6,14,11,3,1
8,8,10,9,11,17,7,1,8
9,9,0,1,4,3,19,10,7
10,10,3,10,8,11,9,19,5
11,11,20,17,7,0,19,4,18
12,12,14,12,20,1,16,19,4
13,13,1,5,0,17,12,4,3
14,14,6,8,16,20,4,7,5
15,15,3,2,7,15,16,14,5
16,16,12,1,19,17,9,6,15
17,17,4,14,1,18,19,8,3
18,18,14,9,6,8,0,13,10
19,19,16,3,4,2,17,8,6
20,20,13,7,20,19,8,11,5
21,21,5,1,7,2,4,20,14
22,22,11,9,2,0,1,10,20
23,23,12,16,5,0,14,7,20
24,24,14,13,3,8,5,4,20
25,25,2,7,6,13,1,20,12
26,26,7,8,10,18,2,4,3
27,27,16,0,18,11,2,1,9
28,28,0,4,5,3,20,2,17
29,29,16,11,17,5,13,6,10
30,30,2,1,9,5,15,8,19
31,31,1,0,5,4,3,10,2
32,32,1,2,12,6,0,8,15
33,33,0,13,5,9,2,16,10
34,34,17,2,0,20,6,4,1
35,35,2,5,7,8,18,17,6
36,36,5,12,9,7,0,19,4
37,37,18,2,11,10,1,15,3
38,38,15,14,18,3,7,11,20
39,39,8,12,11,10,1,9,13
40,40,6,16,8,3,11,9,4
41,41,12,2,7,1,8,11,14
42,42,12,15,20,5,3,10,14
43,43,3,4,17,5,11,15,2
44,44,13,19,4,3,11,5,14
45,45,12,1,9,11,6,18,17
46,46,4,5,0,17,16,1,6
47,47,17,6,0,15,1,8,4
48,48,14,10,5,1,15,0,17
