,round,tube,nut,amount
0,0.0,0.0,0.0,0.1553604145754235
1,0.0,0.0,1.0,2000.0
2,0.0,0.0,2.0,1332.9866135302498
3,0.0,0.0,3.0,0.5107734111999036
4,0.0,1.0,0.0,0.15805691973099734
5,0.0,1.0,1.0,2000.0
6,0.0,1.0,2.0,1332.9875129026354
7,0.0,1.0,3.0,0.5134694371373687
8,0.0,2.0,0.0,0.1770139097979424
9,0.0,2.0,1.0,2000.0
10,0.0,2.0,2.0,1332.9938356768596
11,0.0,2.0,3.0,0.5324230581626779
