,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,20,2,4,0,18,10
1,1,17,16,18,4,0,6,19
2,2,15,7,3,14,8,20,1
3,3,18,3,12,11,5,19,2
4,4,3,4,17,7,9,16,19
5,5,4,14,16,2,7,8,12
6,6,15,11,2,12,19,18,1
7,7,11,14,6,12,2,5,1
8,8,19,18,20,1,11,4,9
9,9,1,13,20,9,12,0,4
10,10,12,15,0,20,5,13,18
11,11,11,8,18,13,15,3,20
12,12,14,20,13,16,10,12,4
13,13,19,1,5,16,11,4,15
14,14,13,12,9,11,5,19,10
15,15,10,18,14,11,8,3,19
16,16,20,14,5,17,18,3,7
17,17,11,3,14,15,13,18,10
18,18,20,12,10,7,11,4,9
19,19,16,12,14,10,2,5,0
20,20,1,17,13,16,0,5,12
21,21,10,20,14,19,0,4,3
22,22,20,8,13,15,6,0,4
23,23,12,6,9,18,2,20,0
24,24,4,12,9,7,10,19,6
25,25,1,7,6,2,3,20,19
26,26,18,9,16,4,11,17,20
27,27,13,10,18,11,15,9,12
28,28,14,5,8,1,7,6,2
29,29,2,11,20,10,18,12,3
30,30,6,13,5,16,7,11,19
31,31,15,6,8,18,19,4,10
32,32,18,16,11,9,14,20,10
33,33,19,4,15,16,1,3,20
34,34,16,12,18,4,20,0,1
35,35,15,2,4,20,1,6,11
36,36,16,1,9,0,17,8,6
37,37,11,12,8,7,1,2,18
38,38,19,1,20,16,8,14,4
39,39,8,7,14,3,12,11,10
40,40,20,12,16,11,15,17,1
41,41,14,5,20,15,17,11,8
42,42,18,2,20,10,4,1,13
43,43,5,17,7,15,10,13,0
44,44,9,12,19,16,15,6,0
45,45,8,7,9,6,10,2,5
46,46,16,2,0,20,9,7,6
47,47,11,9,4,10,18,6,14
48,48,2,10,6,1,3,13,17
