,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,6.0,8.0,179.0,1.1721932001384605,19662.0,22.374972031284962
1,0.0,1.0,6.0,8.0,166.0,0.9306627730844952,18836.0,20.749974062532424
2,0.0,2.0,6.0,8.0,158.0,0.9109607461917417,18454.0,19.74997531253086
