,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,3,15,4,20,19,1
1,1,1,0,2,11,4,10,7
2,2,8,1,3,6,0,7,5
3,3,11,15,3,6,7,12,20
4,4,1,7,18,19,12,15,20
5,5,0,2,1,4,10,12,6
6,6,8,9,1,6,0,11,14
7,7,8,4,3,15,0,17,16
8,8,20,17,2,5,16,3,18
9,9,15,1,0,11,9,16,13
10,10,10,15,11,7,14,16,3
11,11,0,3,12,8,2,16,17
12,12,0,12,2,1,14,17,16
13,13,8,2,12,11,10,1,7
14,14,4,6,17,14,15,8,1
15,15,4,8,7,2,9,5,11
16,16,1,3,2,6,0,17,16
17,17,6,2,17,8,3,0,1
18,18,7,5,19,4,18,9,3
19,19,15,4,16,9,13,5,19
20,20,0,20,5,18,4,9,13
21,21,4,7,18,13,17,0,3
22,22,5,6,0,7,3,15,16
23,23,1,2,6,14,0,16,8
24,24,7,6,1,3,4,0,2
25,25,13,8,12,7,5,1,4
26,26,9,10,5,0,8,15,7
27,27,1,2,7,8,18,20,10
28,28,6,4,9,3,2,8,11
29,29,1,11,5,17,8,18,14
30,30,14,17,11,7,6,3,15
31,31,18,5,3,7,12,11,20
32,32,17,18,5,4,3,15,19
33,33,13,9,4,2,14,17,7
34,34,10,12,0,19,17,13,20
35,35,6,15,4,10,3,11,12
36,36,13,12,10,15,0,3,7
37,37,1,18,2,3,9,12,7
38,38,2,1,5,6,8,13,7
39,39,4,5,14,8,11,13,12
40,40,10,19,3,6,14,16,1
41,41,0,7,4,19,3,16,5
42,42,18,13,12,7,6,2,16
43,43,16,6,1,13,4,20,0
44,44,1,2,17,9,4,11,15
45,45,1,4,2,9,20,0,19
46,46,3,2,17,1,16,4,8
47,47,5,7,6,14,10,18,13
48,48,5,0,1,9,20,16,10
