,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,11,4,17,14,16,6,8
1,1,4,12,3,20,13,15,2
2,2,13,7,9,20,5,11,1
3,3,16,10,15,11,13,18,7
4,4,9,20,18,7,3,8,5
5,5,14,4,19,20,15,8,3
6,6,18,1,6,20,3,19,16
7,7,16,11,7,5,8,20,17
8,8,11,20,6,7,4,8,1
9,9,10,1,13,18,7,17,8
10,10,15,19,11,5,10,2,17
11,11,19,8,16,0,6,17,7
12,12,16,14,1,15,17,0,7
13,13,13,15,14,16,17,3,8
14,14,2,14,3,13,10,8,0
15,15,18,12,1,13,17,5,19
16,16,5,9,17,19,4,18,11
17,17,11,8,10,17,12,15,4
18,18,13,6,10,1,18,16,9
19,19,17,15,16,14,13,12,2
20,20,12,14,16,8,2,17,5
21,21,3,10,6,9,1,20,8
22,22,0,4,9,10,11,16,12
23,23,12,9,6,19,7,4,17
24,24,5,13,7,20,1,12,18
25,25,7,13,19,12,9,20,4
26,26,19,9,6,12,2,8,7
27,27,12,1,6,5,3,0,14
28,28,20,19,2,15,0,8,4
29,29,7,19,8,17,20,18,6
30,30,12,17,3,16,10,9,8
31,31,10,6,20,14,18,15,9
32,32,11,7,13,4,0,8,14
33,33,8,14,0,20,18,10,9
34,34,12,0,6,15,8,2,20
35,35,3,15,16,9,8,17,20
36,36,9,5,12,20,17,4,7
37,37,3,11,18,14,17,2,0
38,38,17,14,13,4,1,11,5
39,39,6,10,14,4,1,8,5
40,40,5,3,20,12,18,13,9
41,41,17,8,20,11,13,1,18
42,42,10,15,18,16,13,7,5
43,43,19,13,1,10,16,9,8
44,44,5,0,19,17,8,12,6
45,45,3,16,6,11,19,2,14
46,46,11,8,15,13,10,20,2
47,47,9,11,14,3,4,1,6
48,48,9,0,20,1,19,14,16
