,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,2,7,11,6,4,17
1,1,16,15,17,19,12,10,6
2,2,7,1,12,20,3,10,15
3,3,20,18,3,13,4,15,12
4,4,6,3,0,1,17,8,5
5,5,16,10,12,7,14,17,9
6,6,12,0,6,2,19,14,11
7,7,15,13,14,5,18,10,2
8,8,9,19,7,12,11,15,3
9,9,16,5,13,2,8,19,20
10,10,6,12,5,14,3,18,7
11,11,3,20,16,4,7,13,6
12,12,6,10,9,13,17,20,2
13,13,9,19,15,16,12,6,8
14,14,10,5,7,18,4,3,15
15,15,17,13,15,10,0,4,16
16,16,13,11,1,3,8,20,9
17,17,14,5,2,17,9,0,7
18,18,18,7,17,10,2,16,5
19,19,8,17,18,0,15,14,16
20,20,3,6,2,18,11,0,10
21,21,12,4,11,20,17,9,13
22,22,8,11,2,10,12,1,3
23,23,18,20,16,8,14,13,3
24,24,0,4,11,15,5,18,14
25,25,7,16,17,12,11,6,1
26,26,4,19,0,18,2,14,8
27,27,12,1,2,3,5,4,8
28,28,10,1,12,13,7,6,0
29,29,0,2,13,1,10,14,6
30,30,13,17,19,5,9,10,15
31,31,4,19,12,13,16,20,15
32,32,6,15,10,9,4,16,8
33,33,12,3,1,11,9,19,13
34,34,1,13,5,19,8,6,7
35,35,0,19,6,13,17,16,3
36,36,16,1,15,18,4,8,13
37,37,9,4,7,20,15,18,3
38,38,14,1,2,11,16,3,8
39,39,8,20,9,1,4,15,16
40,40,14,13,11,17,0,10,20
41,41,12,19,10,17,11,5,6
42,42,7,19,18,10,16,3,4
43,43,11,2,14,17,4,12,3
44,44,4,11,1,2,16,6,5
45,45,15,17,3,6,7,2,16
46,46,7,19,12,15,5,10,8
47,47,6,16,11,4,13,19,12
48,48,4,0,20,7,9,12,2
