,round,tube0,tube1,tube2
0,0,9,6,2
1,1,4,6,1
2,2,8,4,3
3,3,2,4,9
4,4,6,4,1
5,5,5,1,4
6,6,4,9,1
7,7,7,9,5
8,8,2,8,3
9,9,5,8,3
10,10,7,4,2
11,11,2,6,4
12,12,3,4,9
13,13,8,4,5
14,14,6,4,2
15,15,5,6,0
16,16,2,3,0
17,17,4,2,7
18,18,0,6,9
19,19,4,2,7
20,20,2,0,5
21,21,4,7,5
22,22,3,7,6
23,23,0,4,1
